cultivo,plaga_enfermedad,comarca_nombre,comarca_zona,comarca_zona_id,fecha_aviso,nivel_aviso
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2016-05-11,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2016-05-04,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2016-05-04,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2016-05-04,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2016-04-27,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2016-04-27,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2016-04-27,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2016-04-20,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2016-04-20,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2016-04-20,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2016-04-13,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2016-04-13,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2016-04-13,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2016-04-06,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2016-04-06,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2016-04-06,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-08-26,MEDIO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-08-26,MEDIO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-08-26,MEDIO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-08-19,MEDIO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-08-19,ALTO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-08-19,ALTO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-08-12,ALTO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-08-12,ALTO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-08-12,MEDIO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-08-05,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-08-05,MEDIO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-08-05,MEDIO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-07-29,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-07-29,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-07-29,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-07-22,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-07-22,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-07-22,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-07-15,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-07-15,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-07-15,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-07-08,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-07-08,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-07-08,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-07-01,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-07-01,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-07-01,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-06-24,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-06-24,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-06-24,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-06-17,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-06-17,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-06-17,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-06-10,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-06-10,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-06-10,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-06-03,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-06-03,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-06-03,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-05-27,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-05-27,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-05-27,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-05-20,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-05-20,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-05-20,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-05-13,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-05-13,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-05-13,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-05-06,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-05-06,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-05-06,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-04-29,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-04-29,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-04-29,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-04-22,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-04-22,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-04-22,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2015-04-08,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2015-04-08,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2015-04-08,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-08-20,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-08-20,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-08-20,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-08-13,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-08-13,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-08-13,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-08-05,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-08-05,MEDIO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-08-05,MEDIO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-07-30,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-07-30,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-07-30,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-07-23,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-07-23,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-07-23,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-07-16,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-07-16,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-07-16,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-07-09,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-07-09,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-07-09,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-07-02,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-07-02,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-07-02,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-06-25,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-06-25,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-06-25,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-06-18,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-06-18,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-06-18,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-06-11,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-06-11,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-06-11,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-06-04,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-06-04,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-06-04,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-05-28,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-05-28,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-05-28,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-05-21,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-05-21,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-05-21,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-05-07,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-05-07,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-05-07,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-04-30,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-04-30,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-04-30,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-04-23,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-04-23,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-04-23,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-04-09,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-04-09,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-04-09,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-04-01,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-04-01,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-04-01,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2014-03-10,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2014-03-10,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2014-03-10,SIN ALERTA
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2013-07-24,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2013-07-24,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2013-07-24,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2013-07-17,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2013-07-17,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2013-07-17,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2013-07-10,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2013-07-10,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2013-07-10,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2013-07-03,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2013-07-03,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2013-07-03,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2013-06-27,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2013-06-27,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2013-06-27,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2013-06-19,MEDIO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2013-06-19,MEDIO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2013-06-19,MEDIO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2013-06-12,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2013-06-12,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2013-06-12,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona baja,12,2013-05-29,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona media,13,2013-05-29,BAJO
VIÑA,BOTRYTIS,VALLE DE LA OROTAVA,Zona alta,14,2013-05-29,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2021-05-12,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2021-05-12,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2021-05-12,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2021-05-05,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2021-05-05,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2021-05-05,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2021-04-28,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2021-04-28,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2021-04-28,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2021-04-21,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2021-04-21,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2021-04-21,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2021-04-14,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2021-04-14,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2021-04-14,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2021-03-24,SIN ALERTA
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2021-03-24,SIN ALERTA
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2021-03-24,SIN ALERTA
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2021-03-19,SIN ALERTA
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2021-03-19,SIN ALERTA
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2021-03-19,SIN ALERTA
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2020-08-12,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2020-08-12,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2020-08-12,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2020-08-05,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2020-08-05,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2020-08-05,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2020-07-29,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2020-07-29,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2020-07-29,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2020-07-22,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2020-07-22,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2020-07-22,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2020-07-15,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2020-07-15,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2020-07-15,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2020-07-08,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2020-07-08,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2020-07-08,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2020-07-01,MEDIO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2020-07-01,MEDIO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2020-07-01,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2020-06-24,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2020-06-24,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2020-06-24,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2020-06-17,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2020-06-17,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2020-06-17,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2019-08-21,SIN ALERTA
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2019-08-21,SIN ALERTA
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2019-08-21,SIN ALERTA
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2019-08-13,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2019-08-13,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2019-08-13,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2019-08-07,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2019-08-07,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2019-08-07,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2019-07-31,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2019-07-31,ALTO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2019-07-31,ALTO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2018-08-29,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2018-08-29,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2018-08-29,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2018-08-22,MEDIO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2018-08-22,ALTO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2018-08-22,ALTO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2018-08-16,ALTO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2018-08-16,ALTO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2018-08-16,ALTO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2018-05-16,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2018-05-16,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2018-05-16,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2018-05-09,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2018-05-09,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2018-05-09,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2018-05-02,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2018-05-02,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2018-05-02,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2018-04-25,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2018-04-25,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2018-04-25,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2018-04-18,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2018-04-18,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2018-04-18,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2018-04-11,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2018-04-11,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2018-04-11,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2018-04-04,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2018-04-04,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2018-04-04,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2017-08-02,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2017-08-02,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2017-08-02,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2017-07-26,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2017-07-26,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2017-07-26,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2017-07-19,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2017-07-19,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2017-07-19,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2017-07-12,MEDIO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2017-07-12,MEDIO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2017-07-12,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2017-07-05,MEDIO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2017-07-05,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2017-07-05,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2017-06-28,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2017-06-28,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2017-06-28,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2017-06-21,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2017-06-21,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2017-06-21,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2017-06-14,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2017-06-14,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2017-06-14,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2017-06-07,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2017-06-07,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2017-06-07,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2017-05-31,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2017-05-31,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2017-05-31,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2017-05-24,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2017-05-24,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona alta,17,2017-05-24,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona baja,15,2017-05-17,BAJO
VIÑA,BOTRYTIS,YCODEN-DAUTE,Zona media,16,2017-05-17,BAJO
